Id_people,Predicted Bin,Real Bin,Modality,Exposures
7,4,6,Auditory,E1
7,4,4,Auditory,E1
7,3,5,Auditory,E1
7,4,2,Auditory,E1
7,2,4,Auditory,E1
7,2,4,Auditory,E1
7,6,4,Auditory,E1
7,5,6,Auditory,E1
7,5,2,Auditory,E1
7,6,2,Auditory,E1
7,3,2,Auditory,E1
7,2,6,Auditory,E1
7,4,5,Auditory,E1
7,6,5,Auditory,E1
7,4,3,Auditory,E1
7,5,2,Auditory,E1
7,4,4,Auditory,E1
7,3,2,Auditory,E1
7,6,5,Auditory,E1
7,5,2,Auditory,E1
7,2,4,Auditory,E1
7,4,4,Auditory,E1
7,4,6,Auditory,E1
7,6,4,Auditory,E1
7,4,2,Auditory,E1
7,4,4,Auditory,E1
7,4,6,Auditory,E1
7,6,6,Auditory,E1
8,2,3,Auditory,E1
8,6,6,Auditory,E1
8,6,5,Auditory,E1
8,3,6,Auditory,E1
8,2,5,Auditory,E1
8,5,3,Auditory,E1
8,5,5,Auditory,E1
8,5,6,Auditory,E1
8,6,3,Auditory,E1
8,2,1,Auditory,E1
8,6,5,Auditory,E1
8,6,6,Auditory,E1
8,6,4,Auditory,E1
8,6,1,Auditory,E1
8,2,5,Auditory,E1
8,1,1,Auditory,E1
8,2,6,Auditory,E1
8,2,3,Auditory,E1
8,5,2,Auditory,E1
8,6,6,Auditory,E1
8,2,1,Auditory,E1
8,4,3,Auditory,E1
8,4,3,Auditory,E1
8,5,3,Auditory,E1
8,2,5,Auditory,E1
8,6,5,Auditory,E1
8,3,5,Auditory,E1
8,6,6,Auditory,E1
8,6,4,Auditory,E1
8,2,1,Auditory,E1
8,5,3,Auditory,E1
8,6,1,Auditory,E1
8,1,2,Auditory,E1
8,1,1,Auditory,E1
8,3,3,Auditory,E1
8,3,6,Auditory,E1
8,5,5,Auditory,E1
8,1,4,Auditory,E1
8,4,4,Auditory,E1
8,4,6,Auditory,E1
8,3,3,Auditory,E1
8,5,4,Auditory,E1
8,1,3,Auditory,E1
8,3,1,Auditory,E1
8,6,6,Auditory,E1
8,1,1,Auditory,E1
8,3,1,Auditory,E1
8,6,6,Auditory,E1
8,3,2,Auditory,E1
8,3,2,Auditory,E1
8,2,3,Auditory,E1
8,2,2,Auditory,E1
8,2,4,Auditory,E1
8,2,1,Auditory,E1
8,6,3,Auditory,E1
8,6,2,Auditory,E1
8,3,4,Auditory,E1
8,1,3,Auditory,E1
8,1,2,Auditory,E1
8,2,6,Auditory,E1
8,6,2,Auditory,E1
8,5,5,Auditory,E1
8,3,3,Auditory,E1
8,6,2,Auditory,E1
8,1,3,Auditory,E1
8,3,2,Auditory,E1
8,1,4,Auditory,E1
8,2,2,Auditory,E1
